AI_RAND_10
1,9,79.7179
2,9,75.6253
3,8,50.0785
4,8,43.4135
5,10,28.8619
6,14,31.8308
7,9,51.9175
8,8,32.5534
9,9,63.028
10,9,23.7985
AI_RAND_100
1,9,11.306
2,12,36.4205
3,7,30.6114
4,8,47.9462
5,8,63.6016
6,9,53.2378
7,9,46.6826
8,6,72.3515
9,8,53.3261
10,10,53.7103
11,10,56.109
12,8,30.5306
13,7,36.0356
14,8,38.4102
15,9,27.8765
16,10,55.7555
17,8,56.8213
18,10,61.8798
19,8,81.5133
20,9,48.6388
21,9,70.382
22,7,60.8459
23,7,42.2065
24,8,48.5383
25,8,35.2261
26,12,35.1317
27,8,56.5908
28,9,47.5214
29,10,24.4437
30,8,112.895
31,7,27.7456
32,8,21.4575
33,10,24.129
34,11,29.8228
35,9,41.2724
36,9,16.1869
37,14,33.602
38,7,78.8656
39,8,84.7758
40,11,59.1425
41,9,36.0273
42,8,43.4982
43,8,26.4357
44,8,48.2235
45,7,35.268
46,8,38.8528
47,10,51.1487
48,8,25.0765
49,8,23.6136
50,8,64.448
51,7,71.7933
52,7,50.7527
53,7,19.5924
54,7,38.9308
55,10,61.3494
56,7,56.4888
57,10,41.7782
58,7,28.8058
59,7,66.8697
60,8,73.0428
61,10,23.7876
62,11,38.4308
63,8,25.0244
64,9,50.5521
65,7,46.578
66,8,88.5824
67,6,17.5738
68,8,22.0962
69,9,39.9966
70,8,60.5495
71,9,33.8264
72,7,43.1254
73,9,44.661
74,11,60.9778
75,8,57.3615
76,14,37.282
77,8,29.4786
78,11,26.4598
79,6,17.0837
80,8,46.6879
81,9,19.7095
82,10,49.9545
83,7,35.5723
84,7,36.2388
85,9,57.4329
86,7,30.823
87,9,53.7617
88,7,52.4752
89,8,29.8968
90,9,34.6216
91,8,51.6657
92,8,42.6769
93,9,64.5146
94,10,23.6163
95,12,47.3961
96,10,56.1925
97,7,42.0639
98,11,41.217
99,9,58.6636
100,10,149.189
AI_RAND_1000
1,8,40.219
2,10,34.6066
3,11,41.4582
4,8,54.6769
5,10,64.743
6,7,21.5823
7,9,70.9627
8,8,35.2651
9,8,29.8487
10,8,58.7768
11,7,35.0907
12,13,52.3201
13,10,26.8398
14,7,69.0215
15,8,24.6117
16,8,21.8948
17,10,27.6848
18,9,42.542
19,9,38.3668
20,8,91.4789
21,10,34.6795
22,8,109.447
23,9,40.6979
24,10,13.7232
25,10,42.6146
26,8,36.8649
27,9,81.7307
28,10,31.6192
29,7,28.2404
30,8,82.3877
31,9,42.8181
32,9,44.9846
33,9,121.058
34,7,91.2697
35,8,82.1562
36,6,34.6331
37,8,30.2087
38,7,15.1641
39,9,57.3594
40,9,58.2885
41,10,73.9066
42,8,83.6099
43,10,101.628
44,8,86.716
45,10,77.3478
46,6,21.8571
47,9,82.7505
48,9,27.874
49,8,50.8479
50,8,47.647
51,12,41.2599
52,10,42.5682
53,8,92.8553
54,8,97.8337
55,7,50.4952
56,11,24.5055
57,7,121.795
58,7,64.6307
59,15,42.807
60,8,41.4626
61,7,29.0042
62,9,46.6194
63,8,33.5894
64,8,44.2165
65,9,47.1022
66,9,56.1566
67,7,21.6656
68,8,33.5809
69,6,33.236
70,10,87.698
71,11,28.1217
72,11,39.8678
73,8,39.8498
74,10,43.9739
75,10,45.3559
76,7,54.2595
77,7,41.7421
78,8,44.3823
79,9,47.8192
80,8,69.3408
81,8,33.2574
82,8,40.6674
83,9,73.2599
84,8,29.5289
85,9,41.7026
86,8,34.0122
87,10,38.4224
88,8,31.5069
89,8,8.23029
90,8,45.6076
91,10,36.5524
92,9,27.5203
93,8,36.0925
94,7,28.7289
95,9,61.9223
96,11,17.3007
97,11,152.019
98,10,61.5911
99,9,98.4182
100,11,107.508
101,10,37.6861
102,9,73.3852
103,12,78.128
104,10,35.636
105,8,34.3943
106,11,76.5629
107,8,30.7327
108,8,43.5037
109,8,92.9492
110,12,55.545
111,9,63.795
112,7,25.2936
113,8,30.6665
114,8,96.0829
115,7,57.0957
116,7,7.01985
117,8,24.3961
118,9,19.8003
119,7,101.367
120,9,30.3096
121,9,54.3388
122,9,82.5666
123,10,31.5781
124,8,29.2249
125,9,56.432
126,10,47.8536
127,11,26.627
128,8,48.6176
129,10,73.0173
130,8,20.0004
131,9,52.3565
132,9,15.0597
133,10,48.409
134,8,12.531
135,7,18.2938
136,11,36.9458
137,10,57.2166
138,9,37.7576
139,10,34.4096
140,8,80.4369
141,9,52.3927
142,11,25.2561
143,9,34.3069
144,6,75.6171
145,7,53.326
146,9,28.1507
147,9,47.7096
148,8,22.7102
149,10,43.9803
150,9,61.1444
151,10,30.9694
152,8,12.0978
153,9,49.0822
154,9,19.5077
155,10,69.0263
156,10,36.9022
157,8,58.6811
158,10,34.18
159,7,17.1761
160,10,59.2529
161,8,84.056
162,8,39.7871
