NOTAI_RAND_10
1,11,0.0108385
2,6,0.0113335
3,6,0.0116128
4,11,0.012847
5,6,0.0102787
6,18,0.0111111
7,6,0.00989533
8,8,0.0104716
9,11,0.0108019
10,8,0.0116205
NOTAI_RAND_100
1,6,0.0103272
2,6,0.0156282
3,6,0.0141668
4,11,0.0194457
5,6,0.0160573
6,18,0.0157329
7,6,0.0140392
8,8,0.020602
9,11,0.0154931
10,8,0.0227604
11,10,0.0176421
12,6,0.0140375
13,6,0.0184383
14,20,0.0162862
15,6,0.0185835
16,6,0.020653
17,7,0.0255266
18,6,0.0147238
19,6,0.0161297
20,10,0.0173128
21,8,0.018032
22,6,0.015982
23,10,0.0171497
24,11,0.0175275
25,6,0.0144428
26,6,0.0180367
27,7,0.0154783
28,8,0.0181769
29,11,0.0197627
30,6,0.0152877
31,10,0.0194658
32,6,0.0141015
33,6,0.0167523
34,6,0.0192185
35,13,0.0196902
36,11,0.0192903
37,6,0.0134763
38,11,0.0178155
39,9,0.0166858
40,20,0.0144996
41,15,0.0179997
42,6,0.0159155
43,6,0.0225927
44,6,0.0178362
45,6,0.019603
46,8,0.0228173
47,6,0.0172997
48,6,0.0185273
49,9,0.0197251
50,10,0.0177445
51,6,0.0154262
52,6,0.014626
53,6,0.0186998
54,6,0.0210625
55,10,0.0168526
56,9,0.0170813
57,6,0.0134457
58,6,0.017289
59,6,0.0181815
60,14,0.0159896
61,6,0.0156975
62,6,0.0191207
63,7,0.0153486
64,6,0.0187728
65,6,0.0145942
66,6,0.0172433
67,13,0.0175968
68,6,0.0152435
69,6,0.0200013
70,7,0.0166843
71,6,0.0175713
72,9,0.0182794
73,14,0.0156449
74,6,0.0148477
75,6,0.018243
76,7,0.0223461
77,11,0.0176286
78,6,0.0147228
79,6,0.0141555
80,6,0.0211802
81,10,0.0158906
82,6,0.0140045
83,10,0.0189335
84,6,0.0168258
85,6,0.0174855
86,6,0.015404
87,10,0.0169267
88,7,0.0152743
89,9,0.0183283
90,6,0.0170633
91,6,0.015155
92,26,0.014867
93,11,0.0151734
94,6,0.014703
95,9,0.0204617
96,6,0.0154485
97,10,0.0167578
98,6,0.0174463
99,15,0.0157663
100,11,0.0171971
NOTAI_RAND_1000
1,6,0.0115997
2,6,0.0142822
3,6,0.0123487
4,11,0.0188881
